"","PDGFNS2_aligned.bam"
"ENSRNOG00000009920",168
"ENSRNOG00000029147",1
"ENSRNOG00000069094",0
"ENSRNOG00000001554",368
"ENSRNOG00000000715",1
"ENSRNOG00000033441",0
"ENSRNOG00000029763",2
"ENSRNOG00000061099",128
"ENSRNOG00000001573",775
"ENSRNOG00000040257",1408
"ENSRNOG00000051232",374
"ENSRNOG00000030840",0
"ENSRNOG00000029598",875
"ENSRNOG00000047563",319
"ENSRNOG00000060979",1163
"ENSRNOG00000030930",1
"ENSRNOG00000001916",0
"ENSRNOG00000001915",0
"ENSRNOG00000029614",3140
"ENSRNOG00000070402",0
"ENSRNOG00000070302",0
"ENSRNOG00000062450",2
"ENSRNOG00000048723",2625
"ENSRNOG00000064853",0
"ENSRNOG00000000713",27
"ENSRNOG00000001582",1138
"ENSRNOG00000006997",13377
"ENSRNOG00000001607",2301
"ENSRNOG00000002126",0
"ENSRNOG00000057794",77
"ENSRNOG00000001603",327
"ENSRNOG00000001602",1189
"ENSRNOG00000001557",423
"ENSRNOG00000001555",474
"ENSRNOG00000063701",0
"ENSRNOG00000001544",0
"ENSRNOG00000001599",114
"ENSRNOG00000001598",407
"ENSRNOG00000040057",0
"ENSRNOG00000038819",9
"ENSRNOG00000045697",19
"ENSRNOG00000042623",4
"ENSRNOG00000052858",5
"ENSRNOG00000011424",1
"ENSRNOG00000067705",85
"ENSRNOG00000055604",0
"ENSRNOG00000028744",0
"ENSRNOG00000011706",0
"ENSRNOG00000031879",1
"ENSRNOG00000046342",58
"ENSRNOG00000056001",0
"ENSRNOG00000061711",0
"ENSRNOG00000038458",4
"ENSRNOG00000013684",0
"ENSRNOG00000038375",1014
"ENSRNOG00000012270",103
"ENSRNOG00000070631",0
"ENSRNOG00000012287",835
"ENSRNOG00000064976",0
"ENSRNOG00000064130",0
"ENSRNOG00000014118",0
"ENSRNOG00000069339",0
"ENSRNOG00000056629",33
"ENSRNOG00000053893",56
"ENSRNOG00000046517",3
"ENSRNOG00000066386",0
"ENSRNOG00000012658",331
"ENSRNOG00000061026",0
"ENSRNOG00000069329",0
"ENSRNOG00000030299",1054
"ENSRNOG00000062457",1
"ENSRNOG00000049047",614
"ENSRNOG00000022432",12
"ENSRNOG00000055042",0
"ENSRNOG00000028623",428
"ENSRNOG00000028958",8
"ENSRNOG00000052513",1062
"ENSRNOG00000062357",35
"ENSRNOG00000011178",6
"ENSRNOG00000012174",2
"ENSRNOG00000063129",0
"ENSRNOG00000065913",0
"ENSRNOG00000019568",481
"ENSRNOG00000066408",0
"ENSRNOG00000019657",673
"ENSRNOG00000019277",1501
"ENSRNOG00000068580",0
"ENSRNOG00000029606",91
"ENSRNOG00000070460",398
"ENSRNOG00000052647",0
"ENSRNOG00000069508",110
"ENSRNOG00000065365",0
"ENSRNOG00000066563",0
"ENSRNOG00000066481",0
"ENSRNOG00000070007",0
"ENSRNOG00000063316",0
"ENSRNOG00000063304",1
"ENSRNOG00000067165",4
"ENSRNOG00000056897",0
"ENSRNOG00000069841",0
"ENSRNOG00000031335",52
"ENSRNOG00000062412",418
"ENSRNOG00000013740",0
"ENSRNOG00000056463",0
"ENSRNOG00000063166",1
"ENSRNOG00000053759",0
"ENSRNOG00000064995",22
"ENSRNOG00000064072",0
"ENSRNOG00000069986",0
"ENSRNOG00000055781",0
"ENSRNOG00000022798",0
"ENSRNOG00000062866",0
"ENSRNOG00000012087",1077
"ENSRNOG00000059357",0
"ENSRNOG00000068397",1
"ENSRNOG00000070563",24
"ENSRNOG00000051532",4
"ENSRNOG00000070600",0
"ENSRNOG00000068710",0
"ENSRNOG00000039624",0
"ENSRNOG00000033057",13
"ENSRNOG00000052164",0
"ENSRNOG00000068115",0
"ENSRNOG00000070698",5
"ENSRNOG00000065379",0
"ENSRNOG00000067559",0
"ENSRNOG00000058620",0
"ENSRNOG00000051457",0
"ENSRNOG00000065614",28
"ENSRNOG00000057479",0
"ENSRNOG00000065045",7
"ENSRNOG00000067448",0
"ENSRNOG00000056455",0
"ENSRNOG00000021726",673
"ENSRNOG00000067856",48
"ENSRNOG00000065919",0
"ENSRNOG00000070105",3
"ENSRNOG00000064791",0
"ENSRNOG00000070194",0
"ENSRNOG00000053083",0
"ENSRNOG00000066947",0
"ENSRNOG00000038157",0
"ENSRNOG00000047977",1313
"ENSRNOG00000013502",1678
"ENSRNOG00000070573",0
"ENSRNOG00000016619",857
"ENSRNOG00000059595",0
"ENSRNOG00000021693",1466
"ENSRNOG00000038155",0
"ENSRNOG00000067760",0
"ENSRNOG00000053887",2
"ENSRNOG00000066656",0
"ENSRNOG00000065276",0
"ENSRNOG00000063958",0
"ENSRNOG00000066600",1
"ENSRNOG00000010785",0
"ENSRNOG00000061907",0
"ENSRNOG00000069310",0
"ENSRNOG00000064031",0
"ENSRNOG00000068498",0
"ENSRNOG00000069693",0
"ENSRNOG00000064084",216
"ENSRNOG00000057503",0
"ENSRNOG00000066183",1
"ENSRNOG00000069277",0
"ENSRNOG00000038151",0
"ENSRNOG00000051587",0
"ENSRNOG00000067751",0
"ENSRNOG00000068977",0
"ENSRNOG00000052900",0
"ENSRNOG00000038135",0
"ENSRNOG00000066652",6
"ENSRNOG00000070344",0
"ENSRNOG00000065768",0
"ENSRNOG00000061751",0
"ENSRNOG00000067533",0
"ENSRNOG00000032575",343
"ENSRNOG00000070250",3
"ENSRNOG00000061766",0
"ENSRNOG00000022482",1320
"ENSRNOG00000038133",0
"ENSRNOG00000054711",0
"ENSRNOG00000016892",97
"ENSRNOG00000059895",0
"ENSRNOG00000054717",0
"ENSRNOG00000067439",0
"ENSRNOG00000063794",0
"ENSRNOG00000027245",512
"ENSRNOG00000067734",1
"ENSRNOG00000068819",1
"ENSRNOG00000068728",0
"ENSRNOG00000069702",3
"ENSRNOG00000051688",5
"ENSRNOG00000051984",0
"ENSRNOG00000056277",0
"ENSRNOG00000019727",669
"ENSRNOG00000060942",0
"ENSRNOG00000068105",0
"ENSRNOG00000066899",18
"ENSRNOG00000038743",0
"ENSRNOG00000063240",0
"ENSRNOG00000019394",667
"ENSRNOG00000068830",52
"ENSRNOG00000000111",177
"ENSRNOG00000011438",0
"ENSRNOG00000052584",0
"ENSRNOG00000067775",0
"ENSRNOG00000060263",1
"ENSRNOG00000010830",4084
"ENSRNOG00000051395",0
"ENSRNOG00000068570",0
"ENSRNOG00000058732",0
"ENSRNOG00000019433",366
"ENSRNOG00000064380",28
"ENSRNOG00000014624",221
"ENSRNOG00000066596",55
"ENSRNOG00000067215",0
"ENSRNOG00000066084",3
"ENSRNOG00000033351",457
"ENSRNOG00000068713",0
"ENSRNOG00000060710",0
"ENSRNOG00000015280",655
"ENSRNOG00000058362",0
"ENSRNOG00000067949",0
"ENSRNOG00000069662",0
"ENSRNOG00000055692",0
"ENSRNOG00000068505",9
"ENSRNOG00000063780",1
"ENSRNOG00000057559",0
"ENSRNOG00000017671",1833
"ENSRNOG00000059650",1
"ENSRNOG00000051475",0
"ENSRNOG00000015498",16
"ENSRNOG00000067021",0
"ENSRNOG00000010633",419
"ENSRNOG00000061634",0
"ENSRNOG00000057492",0
"ENSRNOG00000065964",0
"ENSRNOG00000052855",0
"ENSRNOG00000013751",1044
"ENSRNOG00000064560",0
"ENSRNOG00000063342",0
"ENSRNOG00000062336",0
"ENSRNOG00000054526",0
"ENSRNOG00000070948",2
"ENSRNOG00000066851",0
"ENSRNOG00000056004",0
"ENSRNOG00000063073",1
"ENSRNOG00000018543",0
"ENSRNOG00000034790",0
"ENSRNOG00000012674",3
"ENSRNOG00000066997",0
"ENSRNOG00000067194",6
"ENSRNOG00000063450",0
"ENSRNOG00000070525",0
"ENSRNOG00000063564",4
"ENSRNOG00000060940",0
"ENSRNOG00000022181",0
"ENSRNOG00000067772",2
"ENSRNOG00000057398",0
"ENSRNOG00000055658",4
"ENSRNOG00000070751",31
"ENSRNOG00000014199",2128
"ENSRNOG00000053586",1
"ENSRNOG00000026740",7
"ENSRNOG00000057346",0
"ENSRNOG00000063993",7
"ENSRNOG00000061440",2
"ENSRNOG00000054043",0
"ENSRNOG00000012582",2332
"ENSRNOG00000060692",0
"ENSRNOG00000063268",0
"ENSRNOG00000056664",0
"ENSRNOG00000056682",0
"ENSRNOG00000069705",2
"ENSRNOG00000052262",0
"ENSRNOG00000061709",6
"ENSRNOG00000058395",0
"ENSRNOG00000067837",7
"ENSRNOG00000058810",0
"ENSRNOG00000016256",3483
"ENSRNOG00000015859",4
"ENSRNOG00000018430",0
"ENSRNOG00000059879",0
"ENSRNOG00000069796",2092
"ENSRNOG00000061765",0
"ENSRNOG00000056874",18
"ENSRNOG00000059902",0
"ENSRNOG00000063984",0
"ENSRNOG00000012565",414
"ENSRNOG00000060560",0
"ENSRNOG00000055540",1
"ENSRNOG00000054601",0
"ENSRNOG00000066729",0
"ENSRNOG00000060283",0
"ENSRNOG00000064740",0
"ENSRNOG00000012108",40
"ENSRNOG00000063742",0
"ENSRNOG00000060595",0
"ENSRNOG00000058759",0
"ENSRNOG00000030954",27335
"ENSRNOG00000067252",7
"ENSRNOG00000014741",0
"ENSRNOG00000063369",1
"ENSRNOG00000068203",0
"ENSRNOG00000060537",0
"ENSRNOG00000059707",0
"ENSRNOG00000070763",7
"ENSRNOG00000057474",0
"ENSRNOG00000061090",0
"ENSRNOG00000070454",0
"ENSRNOG00000065107",0
"ENSRNOG00000031189",0
"ENSRNOG00000070981",0
"ENSRNOG00000052526",0
"ENSRNOG00000051550",0
"ENSRNOG00000019222",2006
"ENSRNOG00000066073",0
"ENSRNOG00000070818",50
"ENSRNOG00000058394",0
"ENSRNOG00000046554",0
"ENSRNOG00000062490",0
"ENSRNOG00000060161",0
"ENSRNOG00000066888",0
"ENSRNOG00000035589",0
"ENSRNOG00000052819",0
"ENSRNOG00000050405",0
"ENSRNOG00000059970",0
"ENSRNOG00000064049",2
"ENSRNOG00000016423",2944
"ENSRNOG00000018669",0
"ENSRNOG00000069561",9
"ENSRNOG00000042464",437
"ENSRNOG00000066250",0
"ENSRNOG00000066981",0
"ENSRNOG00000066732",0
"ENSRNOG00000057348",0
"ENSRNOG00000035975",0
"ENSRNOG00000012561",603
"ENSRNOG00000053224",0
"ENSRNOG00000017518",0
"ENSRNOG00000013147",13
"ENSRNOG00000067895",9
"ENSRNOG00000014454",1765
"ENSRNOG00000033444",0
"ENSRNOG00000000112",1024
"ENSRNOG00000012333",20
"ENSRNOG00000017397",172
"ENSRNOG00000025365",26
"ENSRNOG00000066109",733
"ENSRNOG00000017536",2019
"ENSRNOG00000061160",25
"ENSRNOG00000020178",1568
"ENSRNOG00000016559",933
"ENSRNOG00000013391",1923
"ENSRNOG00000056956",395
"ENSRNOG00000069749",431
"ENSRNOG00000022368",178
"ENSRNOG00000028380",164
"ENSRNOG00000033585",1
"ENSRNOG00000068331",5
"ENSRNOG00000039749",0
"ENSRNOG00000049942",270
"ENSRNOG00000019700",3
"ENSRNOG00000014275",760
"ENSRNOG00000032737",0
"ENSRNOG00000020229",608
"ENSRNOG00000025222",693
"ENSRNOG00000020088",486
"ENSRNOG00000011826",27
"ENSRNOG00000014462",1267
"ENSRNOG00000017689",1
"ENSRNOG00000042114",205
"ENSRNOG00000052038",42
"ENSRNOG00000014628",1534
"ENSRNOG00000018233",13172
"ENSRNOG00000012283",0
"ENSRNOG00000023317",2971
"ENSRNOG00000012448",0
"ENSRNOG00000058359",2040
"ENSRNOG00000017554",0
"ENSRNOG00000042867",0
"ENSRNOG00000009824",1165
"ENSRNOG00000066883",0
"ENSRNOG00000012739",239
"ENSRNOG00000054006",0
"ENSRNOG00000028299",0
"ENSRNOG00000022686",31
"ENSRNOG00000012991",2788
"ENSRNOG00000017085",554
"ENSRNOG00000055677",0
"ENSRNOG00000011016",8822
"ENSRNOG00000018452",587
"ENSRNOG00000053136",8
"ENSRNOG00000042690",0
"ENSRNOG00000049442",5854
"ENSRNOG00000016645",548
"ENSRNOG00000017683",0
"ENSRNOG00000032192",530
"ENSRNOG00000016050",441
"ENSRNOG00000033386",0
"ENSRNOG00000017154",2407
"ENSRNOG00000011116",222
"ENSRNOG00000018167",0
"ENSRNOG00000042658",11
"ENSRNOG00000013763",770
"ENSRNOG00000057751",0
"ENSRNOG00000018170",2093
"ENSRNOG00000020203",0
"ENSRNOG00000011276",1296
"ENSRNOG00000026180",424
"ENSRNOG00000010748",1785
"ENSRNOG00000025433",0
"ENSRNOG00000014621",934
"ENSRNOG00000070644",0
"ENSRNOG00000020045",0
"ENSRNOG00000062821",251
"ENSRNOG00000025728",0
"ENSRNOG00000066340",0
"ENSRNOG00000051993",1561
"ENSRNOG00000009738",260
"ENSRNOG00000016015",1394
"ENSRNOG00000019073",673
"ENSRNOG00000023485",2
"ENSRNOG00000064616",703
"ENSRNOG00000020155",497
"ENSRNOG00000045729",0
"ENSRNOG00000010832",1117
"ENSRNOG00000033703",1
"ENSRNOG00000059900",89
"ENSRNOG00000011397",0
"ENSRNOG00000018326",2168
"ENSRNOG00000014875",824
"ENSRNOG00000038671",0
"ENSRNOG00000019504",205
"ENSRNOG00000052469",1879
"ENSRNOG00000010714",0
"ENSRNOG00000019971",22481
"ENSRNOG00000065936",0
"ENSRNOG00000048769",0
"ENSRNOG00000068093",1
"ENSRNOG00000068852",0
"ENSRNOG00000019629",11928
"ENSRNOG00000014502",0
"ENSRNOG00000000054",468
"ENSRNOG00000015052",46
"ENSRNOG00000032376",223
"ENSRNOG00000015375",498
"ENSRNOG00000017552",649
"ENSRNOG00000019990",306
"ENSRNOG00000042560",476
"ENSRNOG00000039417",862
"ENSRNOG00000020030",622
"ENSRNOG00000015501",872
"ENSRNOG00000015148",1
"ENSRNOG00000010780",2447
"ENSRNOG00000019572",200
"ENSRNOG00000019649",1424
"ENSRNOG00000069017",2511
"ENSRNOG00000010758",4
"ENSRNOG00000058662",162
"ENSRNOG00000017071",984
"ENSRNOG00000019009",75
"ENSRNOG00000068301",3
"ENSRNOG00000020134",592
"ENSRNOG00000070518",193
"ENSRNOG00000009846",29
"ENSRNOG00000059091",0
"ENSRNOG00000015496",11167
"ENSRNOG00000012573",0
"ENSRNOG00000067124",0
"ENSRNOG00000067549",163
"ENSRNOG00000018241",4
"ENSRNOG00000064919",0
"ENSRNOG00000019824",889
"ENSRNOG00000011420",31
"ENSRNOG00000015751",11
"ENSRNOG00000014185",0
"ENSRNOG00000027257",154
"ENSRNOG00000067670",0
"ENSRNOG00000010189",1554
"ENSRNOG00000019216",5
"ENSRNOG00000010034",6231
"ENSRNOG00000049498",412
"ENSRNOG00000064081",2
"ENSRNOG00000067161",0
"ENSRNOG00000018823",10035
"ENSRNOG00000010776",2097
"ENSRNOG00000064603",0
"ENSRNOG00000064057",0
"ENSRNOG00000023509",1801
"ENSRNOG00000011492",174
"ENSRNOG00000010984",3653
"ENSRNOG00000057966",0
"ENSRNOG00000064888",30
"ENSRNOG00000019955",42
"ENSRNOG00000067022",17
"ENSRNOG00000042580",51
"ENSRNOG00000049856",89
"ENSRNOG00000054322",0
"ENSRNOG00000010155",1271
"ENSRNOG00000015621",201
"ENSRNOG00000012181",579
"ENSRNOG00000014149",0
"ENSRNOG00000023403",129
"ENSRNOG00000015618",493
"ENSRNOG00000032297",4666
"ENSRNOG00000014188",31
"ENSRNOG00000011263",713
"ENSRNOG00000060701",155
"ENSRNOG00000026310",0
"ENSRNOG00000068058",100
"ENSRNOG00000043387",24171
"ENSRNOG00000016186",468
"ENSRNOG00000018943",88
"ENSRNOG00000029441",445
"ENSRNOG00000025012",0
"ENSRNOG00000061945",5
"ENSRNOG00000011992",3
"ENSRNOG00000033528",79
"ENSRNOG00000018147",0
"ENSRNOG00000043249",0
"ENSRNOG00000012001",439
"ENSRNOG00000032550",0
"ENSRNOG00000039786",0
"ENSRNOG00000019639",84
"ENSRNOG00000042628",1
"ENSRNOG00000051048",12498
"ENSRNOG00000012263",727
"ENSRNOG00000039357",0
"ENSRNOG00000028426",15
"ENSRNOG00000019768",0
"ENSRNOG00000017231",3775
"ENSRNOG00000067356",1
"ENSRNOG00000048622",2084
"ENSRNOG00000010558",343
"ENSRNOG00000030199",653
"ENSRNOG00000042426",1211
"ENSRNOG00000011891",3190
"ENSRNOG00000025174",2687
"ENSRNOG00000040205",2900
"ENSRNOG00000018764",1
"ENSRNOG00000057716",0
"ENSRNOG00000052129",40
"ENSRNOG00000018650",213
"ENSRNOG00000068874",13
"ENSRNOG00000020078",0
"ENSRNOG00000029903",0
"ENSRNOG00000019018",5796
"ENSRNOG00000054809",3
"ENSRNOG00000018781",802
"ENSRNOG00000017156",55
"ENSRNOG00000030017",230
"ENSRNOG00000065627",180
"ENSRNOG00000017676",23
"ENSRNOG00000014172",0
"ENSRNOG00000062469",0
"ENSRNOG00000068146",0
"ENSRNOG00000012396",0
"ENSRNOG00000017956",3523
"ENSRNOG00000066954",0
"ENSRNOG00000018795",20196
"ENSRNOG00000051911",0
"ENSRNOG00000011407",436
"ENSRNOG00000014339",0
"ENSRNOG00000033912",8
"ENSRNOG00000018040",85
"ENSRNOG00000053706",221
"ENSRNOG00000059057",275
"ENSRNOG00000069283",33
"ENSRNOG00000032995",147
"ENSRNOG00000012841",359
"ENSRNOG00000019630",309
"ENSRNOG00000018822",1
"ENSRNOG00000069755",0
"ENSRNOG00000012779",0
"ENSRNOG00000018952",0
"ENSRNOG00000029522",0
"ENSRNOG00000066938",580
"ENSRNOG00000066630",537
"ENSRNOG00000028707",0
"ENSRNOG00000020427",348
"ENSRNOG00000064390",0
"ENSRNOG00000056947",2
"ENSRNOG00000067523",0
"ENSRNOG00000062395",0
"ENSRNOG00000033318",170
"ENSRNOG00000018996",429
"ENSRNOG00000030093",0
"ENSRNOG00000012767",82
"ENSRNOG00000019656",1324
"ENSRNOG00000068468",0
"ENSRNOG00000030524",0
"ENSRNOG00000012790",3
"ENSRNOG00000022247",338
"ENSRNOG00000019273",817
"ENSRNOG00000017949",1394
"ENSRNOG00000000109",0
"ENSRNOG00000012878",37
"ENSRNOG00000048036",0
"ENSRNOG00000011474",97
"ENSRNOG00000019097",1356
"ENSRNOG00000049949",103
"ENSRNOG00000011431",924
"ENSRNOG00000042237",5
"ENSRNOG00000042504",50
"ENSRNOG00000011839",206
"ENSRNOG00000010107",1802
"ENSRNOG00000013061",2375
"ENSRNOG00000052111",480
"ENSRNOG00000019697",2162
"ENSRNOG00000011881",200
"ENSRNOG00000011448",419
"ENSRNOG00000031959",1
"ENSRNOG00000019698",176
"ENSRNOG00000013768",0
"ENSRNOG00000011625",2448
"ENSRNOG00000014520",721
"ENSRNOG00000018077",904
"ENSRNOG00000020526",520
"ENSRNOG00000011253",2
"ENSRNOG00000014526",211
"ENSRNOG00000050067",2233
"ENSRNOG00000038130",0
"ENSRNOG00000069920",1
"ENSRNOG00000019741",29
"ENSRNOG00000012329",1912
"ENSRNOG00000019490",2362
"ENSRNOG00000026914",197
"ENSRNOG00000022173",1042
"ENSRNOG00000015021",214
"ENSRNOG00000024930",1016
"ENSRNOG00000015109",480
"ENSRNOG00000020599",51
"ENSRNOG00000015182",1090
"ENSRNOG00000014600",0
"ENSRNOG00000011754",0
"ENSRNOG00000012757",114
"ENSRNOG00000070947",2
"ENSRNOG00000020602",167
"ENSRNOG00000039191",1
"ENSRNOG00000022421",761
"ENSRNOG00000010783",400
"ENSRNOG00000020622",4
"ENSRNOG00000026336",0
"ENSRNOG00000019387",759
"ENSRNOG00000063036",0
"ENSRNOG00000064362",264
"ENSRNOG00000023494",237
"ENSRNOG00000031681",0
"ENSRNOG00000048472",62
"ENSRNOG00000011518",0
"ENSRNOG00000024142",158
"ENSRNOG00000022753",370
"ENSRNOG00000018932",286
"ENSRNOG00000050857",299
"ENSRNOG00000019150",699
"ENSRNOG00000029264",75
"ENSRNOG00000019267",10
"ENSRNOG00000013024",923
"ENSRNOG00000062701",0
"ENSRNOG00000015440",779
"ENSRNOG00000012934",1530
"ENSRNOG00000033972",0
"ENSRNOG00000017783",0
"ENSRNOG00000013939",0
"ENSRNOG00000047276",15562
"ENSRNOG00000012601",1731
"ENSRNOG00000033538",0
"ENSRNOG00000038149",0
"ENSRNOG00000030102",2
"ENSRNOG00000011351",32
"ENSRNOG00000038148",0
"ENSRNOG00000038147",0
"ENSRNOG00000046973",456
"ENSRNOG00000013254",1235
"ENSRNOG00000012654",848
"ENSRNOG00000013957",0
"ENSRNOG00000019473",173
"ENSRNOG00000034275",0
"ENSRNOG00000013884",1838
"ENSRNOG00000014915",1061
"ENSRNOG00000019518",39
"ENSRNOG00000070256",0
"ENSRNOG00000023991",524
"ENSRNOG00000024650",388
"ENSRNOG00000065258",0
"ENSRNOG00000019661",19
"ENSRNOG00000028586",296
"ENSRNOG00000022565",2
"ENSRNOG00000010736",48
"ENSRNOG00000016696",24
"ENSRNOG00000032089",0
"ENSRNOG00000023972",3895
"ENSRNOG00000029462",0
"ENSRNOG00000038115",0
"ENSRNOG00000030719",4
"ENSRNOG00000010392",423
"ENSRNOG00000028636",28
"ENSRNOG00000016281",4446
"ENSRNOG00000021805",925
"ENSRNOG00000032304",0
"ENSRNOG00000024837",0
"ENSRNOG00000055499",0
"ENSRNOG00000013541",92
"ENSRNOG00000038129",0
"ENSRNOG00000066120",0
"ENSRNOG00000065076",0
"ENSRNOG00000038128",0
"ENSRNOG00000067812",108
"ENSRNOG00000038126",0
"ENSRNOG00000052152",0
"ENSRNOG00000065710",0
"ENSRNOG00000019228",680
"ENSRNOG00000038106",2568
"ENSRNOG00000028919",1
"ENSRNOG00000016483",3
"ENSRNOG00000066096",0
"ENSRNOG00000022781",2781
"ENSRNOG00000026403",108
"ENSRNOG00000055331",781
"ENSRNOG00000014745",1390
"ENSRNOG00000020269",131
"ENSRNOG00000007748",0
"ENSRNOG00000014464",3
"ENSRNOG00000020280",104
"ENSRNOG00000015426",67
"ENSRNOG00000055140",0
"ENSRNOG00000059166",203
"ENSRNOG00000020345",129
"ENSRNOG00000014598",555
"ENSRNOG00000020390",323
"ENSRNOG00000053026",65
"ENSRNOG00000011921",84
"ENSRNOG00000037753",0
"ENSRNOG00000020400",6
"ENSRNOG00000063117",0
"ENSRNOG00000011858",0
"ENSRNOG00000029977",0
"ENSRNOG00000062799",10
"ENSRNOG00000058908",667
"ENSRNOG00000062801",0
"ENSRNOG00000030889",4
"ENSRNOG00000031521",2
"ENSRNOG00000030778",0
"ENSRNOG00000057653",0
"ENSRNOG00000065368",0
"ENSRNOG00000038744",272
"ENSRNOG00000052883",0
"ENSRNOG00000014605",608
"ENSRNOG00000023473",590
"ENSRNOG00000029662",87
"ENSRNOG00000058940",705
"ENSRNOG00000011636",915
"ENSRNOG00000012623",8937
"ENSRNOG00000018358",1071
"ENSRNOG00000013328",2802
"ENSRNOG00000058006",1
"ENSRNOG00000025408",97
"ENSRNOG00000059442",175
"ENSRNOG00000065146",209
"ENSRNOG00000018434",4
"ENSRNOG00000059097",0
"ENSRNOG00000038473",13
"ENSRNOG00000059865",3
"ENSRNOG00000019718",24
"ENSRNOG00000014422",426
"ENSRNOG00000063991",0
"ENSRNOG00000020080",0
"ENSRNOG00000049689",1
"ENSRNOG00000021966",42
"ENSRNOG00000022726",0
"ENSRNOG00000070491",0
"ENSRNOG00000067462",0
"ENSRNOG00000017051",202
"ENSRNOG00000065891",0
"ENSRNOG00000020077",0
"ENSRNOG00000012218",0
"ENSRNOG00000017369",17
"ENSRNOG00000017997",162
"ENSRNOG00000060767",0
"ENSRNOG00000029131",0
"ENSRNOG00000018075",3319
"ENSRNOG00000011307",1617
"ENSRNOG00000010488",6053
"ENSRNOG00000014133",0
"ENSRNOG00000018179",951
"ENSRNOG00000019760",740
"ENSRNOG00000067867",0
"ENSRNOG00000028461",824
"ENSRNOG00000016064",5549
"ENSRNOG00000010008",513
"ENSRNOG00000013346",5
"ENSRNOG00000028227",2272
"ENSRNOG00000013574",627
"ENSRNOG00000019615",52
"ENSRNOG00000067370",0
"ENSRNOG00000052391",688
"ENSRNOG00000013961",5559
"ENSRNOG00000014363",300
"ENSRNOG00000019559",692
"ENSRNOG00000016346",1207
"ENSRNOG00000068020",569
"ENSRNOG00000014750",1199
"ENSRNOG00000060949",20
"ENSRNOG00000031287",0
"ENSRNOG00000066342",0
"ENSRNOG00000067759",0
"ENSRNOG00000024728",1085
"ENSRNOG00000051977",11
"ENSRNOG00000011140",130
"ENSRNOG00000055025",10
"ENSRNOG00000063161",0
"ENSRNOG00000010813",967
"ENSRNOG00000017381",2
"ENSRNOG00000005112",6
"ENSRNOG00000023614",2
"ENSRNOG00000063221",29
"ENSRNOG00000019811",221
"ENSRNOG00000019978",762
"ENSRNOG00000013330",3395
"ENSRNOG00000043342",54
"ENSRNOG00000012323",2184
"ENSRNOG00000067535",0
"ENSRNOG00000011912",194
"ENSRNOG00000042037",1295
"ENSRNOG00000057367",10378
"ENSRNOG00000023700",267
"ENSRNOG00000013260",109
"ENSRNOG00000039591",0
"ENSRNOG00000011165",0
"ENSRNOG00000057542",0
"ENSRNOG00000039601",0
"ENSRNOG00000065091",6
"ENSRNOG00000010358",934
"ENSRNOG00000024411",273
"ENSRNOG00000011861",0
"ENSRNOG00000010418",145
"ENSRNOG00000011775",37
"ENSRNOG00000010682",560
"ENSRNOG00000011293",90
"ENSRNOG00000060395",17
"ENSRNOG00000013167",17
"ENSRNOG00000067282",0
"ENSRNOG00000063109",3
"ENSRNOG00000069425",33
"ENSRNOG00000012037",352
"ENSRNOG00000066721",2271
"ENSRNOG00000067321",1
"ENSRNOG00000010610",1
"ENSRNOG00000069516",78
"ENSRNOG00000060448",257
"ENSRNOG00000063491",189
"ENSRNOG00000013218",79
"ENSRNOG00000010502",489
"ENSRNOG00000062690",0
"ENSRNOG00000010566",156
"ENSRNOG00000046132",0
"ENSRNOG00000046720",3
"ENSRNOG00000007402",1974
"ENSRNOG00000048035",0
"ENSRNOG00000042630",53
"ENSRNOG00000038933",2192
"ENSRNOG00000049792",0
"ENSRNOG00000070639",0
"ENSRNOG00000064359",0
"ENSRNOG00000000108",1915
"ENSRNOG00000011416",685
"ENSRNOG00000070483",1620
"ENSRNOG00000048847",2
"ENSRNOG00000059297",0
"ENSRNOG00000010731",26
"ENSRNOG00000070297",2
"ENSRNOG00000022736",340
"ENSRNOG00000011688",18
"ENSRNOG00000013215",183
"ENSRNOG00000012802",3476
"ENSRNOG00000065184",29
"ENSRNOG00000066202",0
"ENSRNOG00000013480",108
"ENSRNOG00000064469",1
"ENSRNOG00000009660",92
"ENSRNOG00000069013",1
"ENSRNOG00000013248",588
"ENSRNOG00000010475",676
"ENSRNOG00000022320",68
"ENSRNOG00000022261",72
"ENSRNOG00000022500",1637
"ENSRNOG00000033638",35
"ENSRNOG00000009590",20
"ENSRNOG00000053529",0
"ENSRNOG00000023034",3
"ENSRNOG00000015225",861
"ENSRNOG00000014645",833
"ENSRNOG00000065037",0
"ENSRNOG00000022957",12
"ENSRNOG00000015971",747
"ENSRNOG00000023013",222
"ENSRNOG00000013738",203
"ENSRNOG00000013774",132
"ENSRNOG00000070204",0
"ENSRNOG00000059142",88
"ENSRNOG00000069576",0
"ENSRNOG00000027066",0
"ENSRNOG00000024671",1288
"ENSRNOG00000070823",0
"ENSRNOG00000043219",143
"ENSRNOG00000067639",171
"ENSRNOG00000015834",0
"ENSRNOG00000025422",0
"ENSRNOG00000016087",545
"ENSRNOG00000015840",1116
"ENSRNOG00000026136",545
"ENSRNOG00000020084",5
"ENSRNOG00000054953",4
"ENSRNOG00000046264",9
"ENSRNOG00000067520",0
"ENSRNOG00000019744",0
"ENSRNOG00000014426",3325
"ENSRNOG00000063843",4160
"ENSRNOG00000029244",20
"ENSRNOG00000018525",2
"ENSRNOG00000018724",1
